window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_adam0901_target_0000_0039,True,[],1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.15,1.0
childes_adam0902_target_0000_0039,True,[],1.0,0.5,0.21428571428571427,0.3,0.6,1.0
childes_adam0903_target_0000_0039,True,[],0.95,0.7777777777777778,0.23333333333333334,0.35897435897435903,0.625,1.0
childes_adam0903_target_0005_0044,True,[],0.9,0.8,0.5714285714285714,0.6666666666666666,0.3,1.0
childes_adam0915_target_0048_0087,True,[],0.975,0.5,0.2962962962962963,0.37209302325581395,0.675,1.0
childes_adam0915_target_0059_0098,True,[],1.0,0.21428571428571427,0.0967741935483871,0.13333333333333333,0.825,1.0
childes_adam0915_target_0062_0101,True,[],1.0,0.5833333333333334,0.21875,0.31818181818181823,0.65,1.0
childes_adam0916_target_0000_0039,True,[],0.925,0.6111111111111112,0.3333333333333333,0.43137254901960786,0.725,0.8181818181818182
childes_adam0916_target_0003_0042,True,[],0.825,0.8333333333333334,0.7352941176470589,0.78125,0.3,0.72
childes_adam0916_target_0018_0057,True,[],1.0,0.25,0.029411764705882353,0.05263157894736842,0.85,1.0
childes_adam0917_target_0000_0039,True,[],1.0,0.0,0.0,0.0,0.275,0.0
childes_adam0917_target_0009_0048,True,[],1.0,0.0,0.0,0.0,0.35,0.0
childes_adam0923_target_0000_0039,True,[],0.975,0.3,0.17647058823529413,0.22222222222222224,0.525,1.0
childes_adam0923_target_0013_0052,True,[],1.0,0.4375,0.7777777777777778,0.56,0.275,1.0
childes_alice3_target_0015_0054,True,[],0.925,0.0,0.0,0.0,0.55,0.0
childes_amy_0000_0039,True,[],0.95,0.0,0.0,0.0,0.125,0.0
childes_amy_0040_0079,True,[],0.85,0.6,0.2727272727272727,0.37499999999999994,0.25,1.0
childes_betty_0000_0039,True,[],0.85,0.0,0.0,0.0,0.3,0.0
childes_betty_0040_0079,True,[],1.0,0.5,1.0,0.6666666666666666,0.125,1.0
childes_chuck_0000_0039,True,[],1.0,0.7272727272727273,0.42105263157894735,0.5333333333333333,0.25,1.0
childes_chuck_0040_0079,True,[],1.0,0.5454545454545454,0.3333333333333333,0.41379310344827586,0.425,1.0
childes_doug_0000_0039,True,[],1.0,0.0,0.0,0.0,0.25,0.0
childes_ed_0000_0039,True,[],1.0,0.5714285714285714,0.6153846153846154,0.5925925925925927,0.275,1.0
childes_ed_0040_0079,True,[],1.0,0.0,0.0,0.0,0.275,0.0
childes_frank_0000_0039,True,[],0.95,0.0,0.0,0.0,0.4,0.0
childes_frank_0040_0079,True,[],1.0,0.0,0.0,0.0,0.25,0.0
childes_gloria_0000_0039,True,[],0.925,0.5,0.4444444444444444,0.47058823529411764,0.175,1.0
childes_gloria_0040_0079,True,[],1.0,0.0,0.0,0.0,0.425,0.0
childes_hank_0000_0039,True,[],1.0,0.7,0.875,0.7777777777777777,0.05,1.0
childes_hank_0040_0079,True,[],1.0,0.4444444444444444,0.8,0.5714285714285714,0.15,1.0
childes_ivy_0000_0039,True,[],1.0,0.25,1.0,0.4,0.45,1.0
childes_ivy_0040_0079,True,[],1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.05,1.0
childes_jane_0000_0039,True,[],1.0,0.0,0.0,0.0,0.15,0.0
childes_jane_0040_0079,True,[],1.0,0.0,0.0,0.0,0.0,0.0
childes_jim_0000_0039,True,[],0.975,0.4166666666666667,0.625,0.5,0.25,1.0
childes_jim_0040_0079,True,[],1.0,0.0,0.0,0.0,0.15,0.0
childes_kathy_0000_0039,True,[],1.0,0.0,0.0,0.0,0.2,0.0
childes_kathy_0040_0079,True,[],1.0,0.5714285714285714,0.5,0.5333333333333333,0.175,1.0
childes_keith_0000_0039,True,[],1.0,0.1111111111111111,0.2,0.14285714285714285,0.25,1.0
childes_keith_0040_0079,True,[],1.0,0.36363636363636365,0.6666666666666666,0.4705882352941177,0.175,1.0
childes_kent_0000_0039,True,[],0.85,0.0,0.0,0.0,0.3,0.0
childes_kent_0040_0079,True,[],1.0,0.3333333333333333,0.058823529411764705,0.1,0.4,1.0
childes_linda_0000_0039,True,[],1.0,0.6666666666666666,0.19047619047619047,0.2962962962962963,0.375,1.0
childes_linda_0040_0079,True,[],1.0,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.3,1.0
childes_mandy_0000_0039,True,[],1.0,0.0,0.0,0.0,0.25,0.0
childes_mandy_0040_0079,True,[],1.0,0.0,0.0,0.0,0.225,0.0
childes_nan_0000_0039,True,[],1.0,0.0,0.0,0.0,0.225,0.0
childes_nan_0040_0079,True,[],1.0,0.0,0.0,0.0,0.3,0.0
