bundle_id,valid,validation_errors,event_count_precision,event_count_recall,event_count_f1,event_count_mae,word_link_accuracy,invalid_link_rate,boundary_error_ms
timit_FADG0,True,[],0.8936170212765957,0.47191011235955055,0.6176470588235293,8.4,0.9696969696969697,0.24242424242424243,30.973958333333332
timit_FAKS0,True,[],0.7272727272727273,0.22018348623853212,0.33802816901408456,15.2,1.0,0.3076923076923077,808.2083333333334
timit_FASW0,True,[],0.8461538461538461,0.3120567375886525,0.4559585492227979,17.8,0.75,0.3103448275862069,367.8181818181818
timit_FAWF0,True,[],0.7833333333333333,0.3983050847457627,0.5280898876404494,11.6,0.8235294117647058,0.42857142857142855,371.0066489361702
timit_FCAL1,True,[],0.8305084745762712,0.46226415094339623,0.593939393939394,9.4,0.9736842105263158,0.3157894736842105,139.3137755102041
timit_FCAU0,True,[],0.8571428571428571,0.288,0.4311377245508982,16.6,0.8214285714285714,0.36666666666666664,362.81163194444446
timit_FCFT0,True,[],0.7073170731707317,0.3670886075949367,0.48333333333333334,7.6,0.5294117647058824,0.10526315789473684,311.7683189655172
timit_FCMH0,True,[],0.8867924528301887,0.4845360824742268,0.6266666666666666,8.8,0.6111111111111112,0.28205128205128205,534.4441489361702
timit_FCMH1,True,[],0.8545454545454545,0.3821138211382114,0.5280898876404495,13.6,0.75,0.20588235294117646,328.0538563829787
timit_FCMR0,True,[],0.7735849056603774,0.37272727272727274,0.5030674846625768,11.4,0.8387096774193549,0.40625,202.04801829268294
timit_FCRH0,True,[],0.7101449275362319,0.48514851485148514,0.5764705882352941,6.4,0.5897435897435898,0.1206896551724138,373.718112244898
timit_FDAC1,True,[],0.8064516129032258,0.25510204081632654,0.3875968992248062,26.8,0.875,0.5757575757575758,812.953125
timit_FDHC0,True,[],0.8529411764705882,0.3411764705882353,0.4873949579831933,10.2,0.7857142857142857,0.25,402.3243534482759
timit_FDMS0,True,[],0.7692307692307693,0.49504950495049505,0.6024096385542169,7.2,0.8780487804878049,0.2857142857142857,157.06687499999998
timit_FDRD1,True,[],0.98,0.44954128440366975,0.6163522012578617,11.8,0.7560975609756098,0.11904761904761904,543.1894132653061
timit_FDRW0,True,[],0.569620253164557,0.45,0.5027932960893855,6.6,0.8571428571428571,0.3448275862068966,499.16875
timit_FEDW0,True,[],0.6071428571428571,0.2786885245901639,0.3820224719101123,13.2,0.4444444444444444,0.18181818181818182,611.6507352941176
timit_FELC0,True,[],0.9142857142857143,0.24060150375939848,0.380952380952381,19.6,0.7857142857142857,0.8571428571428571,358.6953125
timit_FGJD0,True,[],0.38144329896907214,0.2824427480916031,0.32456140350877194,9.2,0.3870967741935484,0.1686746987951807,1250.0844594594594
timit_FGMD0,True,[],0.8444444444444444,0.41304347826086957,0.5547445255474454,9.4,1.0,0.47619047619047616,306.2911184210526
timit_FGWR0,True,[],0.7966101694915254,0.41964285714285715,0.5497076023391814,10.6,0.6363636363636364,0.325,442.87632978723406
timit_FHES0,True,[],0.7142857142857143,0.45454545454545453,0.5555555555555556,7.2,0.7567567567567568,0.3,250.55833333333334
timit_FHEW0,True,[],0.78125,0.211864406779661,0.3333333333333333,17.2,0.5789473684210527,0.36363636363636365,869.3437500000001
timit_FISB0,True,[],0.8846153846153846,0.15333333333333332,0.26136363636363635,24.8,0.8,0.6875,327.4320652173913
timit_FJAS0,True,[],0.8571428571428571,0.21818181818181817,0.34782608695652173,16.4,0.75,0.5384615384615384,691.3815104166666
timit_FJCS0,True,[],0.926829268292683,0.38,0.5390070921985816,11.8,0.9230769230769231,0.10714285714285714,134.98848684210526
timit_FJEM0,True,[],0.9354838709677419,0.2248062015503876,0.3625,19.6,0.7,0.8181818181818182,523.28125
timit_FJLM0,True,[],0.8833333333333333,0.4140625,0.5638297872340425,13.6,0.6153846153846154,0.37209302325581395,568.8378537735848
timit_FJMG0,True,[],0.9333333333333333,0.26666666666666666,0.4148148148148148,15.0,0.9545454545454546,0.17391304347826086,461.0546875
timit_FJRE0,True,[],0.9523809523809523,0.4444444444444444,0.6060606060606061,9.6,0.9354838709677419,0.21212121212121213,359.3859375
timit_FJSA0,True,[],0.8837209302325582,0.3089430894308943,0.45783132530120485,16.0,0.8076923076923077,0.11538461538461539,192.38733552631578
timit_FJSJ0,True,[],0.75,0.45348837209302323,0.5652173913043479,6.8,0.6363636363636364,0.12,340.33253205128204
timit_FJWB0,True,[],0.75,0.2076923076923077,0.3253012048192771,18.8,0.8571428571428571,0.8,130.36111111111111
timit_FKMS0,True,[],0.7402597402597403,0.5757575757575758,0.6477272727272728,4.4,0.8055555555555556,0.5641025641025641,228.4046052631579
timit_FLAS0,True,[],0.44565217391304346,0.43157894736842106,0.4385026737967914,3.8,0.1724137931034483,0.1016949152542373,1193.4923780487804
timit_FLBW0,True,[],0.5172413793103449,0.18072289156626506,0.26785714285714285,10.8,0.9090909090909091,1.0,269.7041666666667
timit_FLKD0,True,[],0.975,0.3611111111111111,0.527027027027027,13.6,1.0,0.40625,161.01522435897436
timit_FLNH0,True,[],0.975,0.43820224719101125,0.6046511627906976,9.8,0.8529411764705882,0.38235294117647056,161.78205128205127
timit_FMAF0,True,[],0.5757575757575758,0.4222222222222222,0.4871794871794872,5.6,1.0,0.4482758620689655,208.81249999999997
timit_FMAH0,True,[],0.7916666666666666,0.18811881188118812,0.30399999999999994,15.4,0.5,0.5,318.56249999999994
