bundle_id,valid,validation_errors,event_count_precision,event_count_recall,event_count_f1,event_count_mae,word_link_accuracy,invalid_link_rate,boundary_error_ms
timit_FADG0,True,[],0.9523809523809523,0.898876404494382,0.9248554913294796,1.4,0.8823529411764706,0.2,130.852734375
timit_FAKS0,True,[],0.9519230769230769,0.908256880733945,0.9295774647887324,1.4,0.8481012658227848,0.2289156626506024,145.11174242424244
timit_FASW0,True,[],0.972027972027972,0.9858156028368794,0.9788732394366197,1.2,0.9646017699115044,0.18421052631578946,70.84779676258992
timit_FAWF0,True,[],0.9803921568627451,0.847457627118644,0.909090909090909,3.2,1.0,0.21348314606741572,84.1134375
timit_FCAL1,True,[],0.9897959183673469,0.9150943396226415,0.9509803921568627,1.6,0.9876543209876543,0.19753086419753085,19.012564432989695
timit_FCAU0,True,[],0.9669421487603306,0.936,0.9512195121951219,0.8,0.9473684210526315,0.16666666666666666,121.43669871794872
timit_FCFT0,True,[],0.9452054794520548,0.8734177215189873,0.9078947368421053,1.6,0.8983050847457628,0.19047619047619047,61.63315217391303
timit_FCMH0,True,[],0.9263157894736842,0.9072164948453608,0.9166666666666665,1.6,0.9864864864864865,0.23076923076923078,123.55646306818181
timit_FCMH1,True,[],0.975609756097561,0.975609756097561,0.975609756097561,0.8,0.9489795918367347,0.1414141414141414,27.42291666666667
timit_FCMR0,True,[],0.9801980198019802,0.9,0.9383886255924171,1.8,0.8690476190476191,0.19047619047619047,134.61016414141417
timit_FCRH0,True,[],0.989247311827957,0.9108910891089109,0.9484536082474228,1.6,0.918918918918919,0.22666666666666666,136.44191576086956
timit_FDAC1,True,[],0.978021978021978,0.9081632653061225,0.9417989417989417,2.8,0.9565217391304348,0.1267605633802817,136.41748595505618
timit_FDHC0,True,[],0.9625,0.9058823529411765,0.9333333333333333,1.0,0.9344262295081968,0.22580645161290322,166.5880681818182
timit_FDMS0,True,[],1.0,0.9108910891089109,0.9533678756476685,1.8,1.0,0.1625,0.0054347826086950535
timit_FDRD1,True,[],0.9711538461538461,0.926605504587156,0.9483568075117371,1.8,0.989010989010989,0.18681318681318682,65.03929455445544
timit_FDRW0,True,[],1.0,0.8,0.888888888888889,4.0,0.9444444444444444,0.18055555555555555,44.26328124999999
timit_FEDW0,True,[],0.9655172413793104,0.9180327868852459,0.9411764705882353,2.0,1.0,0.16304347826086957,29.579520089285715
timit_FELC0,True,[],0.9838709677419355,0.9172932330827067,0.9494163424124513,1.8,1.0,0.16346153846153846,105.42366803278686
timit_FGJD0,True,[],0.9669421487603306,0.8931297709923665,0.9285714285714285,3.6,0.9405940594059405,0.17647058823529413,127.52911324786325
timit_FGMD0,True,[],0.9512195121951219,0.8478260869565217,0.8965517241379309,2.8,0.8032786885245902,0.25,131.53485576923077
timit_FGWR0,True,[],0.9537037037037037,0.9196428571428571,0.9363636363636363,1.6,0.9634146341463414,0.1951219512195122,47.50212378640777
timit_FHES0,True,[],0.978494623655914,0.9191919191919192,0.9479166666666667,2.0,1.0,0.19753086419753085,93.00961538461539
timit_FHEW0,True,[],0.9541284403669725,0.8813559322033898,0.9162995594713658,1.8,0.9239130434782609,0.16842105263157894,92.02403846153845
timit_FISB0,True,[],1.0,0.9066666666666666,0.9510489510489509,2.8,0.9557522123893806,0.18584070796460178,80.23667279411765
timit_FJAS0,True,[],1.0,0.8545454545454545,0.9215686274509803,3.2,0.9358974358974359,0.2692307692307692,116.22007978723406
timit_FJCS0,True,[],1.0,0.96,0.9795918367346939,0.8,1.0,0.15384615384615385,16.146809895833332
timit_FJEM0,True,[],0.9307692307692308,0.937984496124031,0.9343629343629343,2.2,0.7912087912087912,0.21428571428571427,279.31792355371897
timit_FJLM0,True,[],1.0,0.890625,0.9421487603305785,2.8,0.9375,0.20833333333333334,106.09676535087719
timit_FJMG0,True,[],0.9789473684210527,0.8857142857142857,0.93,2.0,0.9,0.2,200.15624999999997
timit_FJRE0,True,[],0.9111111111111111,0.9111111111111111,0.9111111111111111,2.0,0.9571428571428572,0.2077922077922078,159.56021341463415
timit_FJSA0,True,[],0.9344262295081968,0.926829268292683,0.9306122448979592,1.4,0.8811881188118812,0.1792452830188679,128.21299342105263
timit_FJSJ0,True,[],1.0,0.9302325581395349,0.963855421686747,1.2,1.0,0.23880597014925373,87.319140625
timit_FJWB0,True,[],0.9586776859504132,0.8923076923076924,0.9243027888446216,1.8,0.9494949494949495,0.16161616161616163,135.8970905172414
timit_FKMS0,True,[],0.967741935483871,0.9090909090909091,0.9374999999999999,2.0,1.0,0.3157894736842105,96.70624999999998
timit_FLAS0,True,[],0.9770114942528736,0.8947368421052632,0.9340659340659342,1.6,0.9859154929577465,0.18309859154929578,128.90551470588235
timit_FLBW0,True,[],0.9382716049382716,0.9156626506024096,0.9268292682926829,1.6,0.9848484848484849,0.24242424242424243,111.19366776315789
timit_FLKD0,True,[],0.98,0.9074074074074074,0.9423076923076924,1.6,0.9113924050632911,0.1875,96.43080357142857
timit_FLNH0,True,[],0.9529411764705882,0.9101123595505618,0.9310344827586207,1.6,0.9863013698630136,0.2191780821917808,20.466049382716054
timit_FMAF0,True,[],0.975609756097561,0.8888888888888888,0.9302325581395349,1.6,0.9850746268656716,0.29850746268656714,37.30078125000001
timit_FMAH0,True,[],0.9550561797752809,0.8415841584158416,0.894736842105263,2.8,0.9473684210526315,0.22077922077922077,91.20073529411764
