window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_adam0901_target_0000_0039,True,[],1.0,0.14285714285714285,0.5714285714285714,0.2285714285714286,0.675,1.0
childes_adam0902_target_0000_0039,True,[],1.0,0.5853658536585366,0.8571428571428571,0.6956521739130435,0.525,1.0
childes_adam0903_target_0000_0039,True,[],1.0,0.6060606060606061,0.6666666666666666,0.6349206349206349,0.575,1.0
childes_adam0903_target_0005_0044,True,[],1.0,0.6666666666666666,0.6428571428571429,0.6545454545454545,0.475,1.0
childes_adam0915_target_0048_0087,True,[],1.0,0.6190476190476191,0.48148148148148145,0.5416666666666666,0.55,1.0
childes_adam0915_target_0059_0098,True,[],1.0,0.6956521739130435,0.5161290322580645,0.5925925925925926,0.55,1.0
childes_adam0915_target_0062_0101,True,[],1.0,0.59375,0.59375,0.59375,0.65,1.0
childes_adam0916_target_0000_0039,True,[],1.0,0.5957446808510638,0.8484848484848485,0.7,0.5,1.0
childes_adam0916_target_0003_0042,True,[],1.0,0.6363636363636364,0.8235294117647058,0.717948717948718,0.4,1.0
childes_adam0916_target_0018_0057,True,[],1.0,0.7666666666666667,0.6764705882352942,0.71875,0.4,1.0
childes_adam0917_target_0000_0039,True,[],1.0,0.56,1.0,0.717948717948718,0.275,1.0
childes_adam0917_target_0009_0048,True,[],1.0,0.37037037037037035,1.0,0.5405405405405406,0.425,1.0
childes_adam0923_target_0000_0039,True,[],1.0,0.6,0.5294117647058824,0.5625,0.35,1.0
childes_adam0923_target_0013_0052,True,[],1.0,0.5,0.8888888888888888,0.64,0.225,1.0
childes_alice3_target_0015_0054,True,[],1.0,0.5526315789473685,0.9545454545454546,0.7000000000000001,0.4,1.0
childes_amy_0000_0039,True,[],1.0,0.2222222222222222,1.0,0.3636363636363636,0.35,1.0
childes_amy_0040_0079,True,[],1.0,0.3181818181818182,0.6363636363636364,0.4242424242424242,0.375,1.0
childes_betty_0000_0039,True,[],1.0,0.2608695652173913,0.8571428571428571,0.4,0.45,1.0
