bundle_id,valid,validation_errors,event_count_precision,event_count_recall,event_count_f1,event_count_mae,word_link_accuracy,invalid_link_rate,boundary_error_ms
timit_FADG0,True,[],0.44274809160305345,0.651685393258427,0.5272727272727272,9.6,0.38461538461538464,0.10377358490566038,628.6955818965517
timit_FAKS0,True,[],0.8235294117647058,0.5137614678899083,0.632768361581921,8.2,0.8636363636363636,0.3409090909090909,546.8515625
timit_FASW0,True,[],0.7128712871287128,0.5106382978723404,0.5950413223140495,11.2,0.4838709677419355,0.1625,651.6697048611111
timit_FAWF0,True,[],0.75,0.4067796610169492,0.5274725274725275,10.8,0.5135135135135135,0.2926829268292683,540.201171875
timit_FCAL1,True,[],0.6333333333333333,0.5377358490566038,0.5816326530612245,4.8,0.38461538461538464,0.24074074074074073,636.6222587719299
timit_FCAU0,True,[],0.5268817204301075,0.784,0.6302250803858521,12.2,0.524390243902439,0.0915032679738562,737.3934948979592
timit_FCFT0,True,[],0.5,0.35443037974683544,0.4148148148148148,4.6,0.5,0.2564102564102564,508.4207589285714
timit_FCMH0,True,[],0.6551724137931034,0.3917525773195876,0.49032258064516127,7.8,0.5714285714285714,0.4838709677419355,824.3001644736843
timit_FCMH1,True,[],0.7024793388429752,0.6910569105691057,0.6967213114754098,6.0,0.47297297297297297,0.12745098039215685,512.6713235294118
timit_FCMR0,True,[],0.7086614173228346,0.8181818181818182,0.7594936708860759,4.6,0.5416666666666666,0.1368421052631579,397.7086805555556
timit_FCRH0,True,[],0.8571428571428571,0.3564356435643564,0.5034965034965034,11.8,0.6538461538461539,0.38461538461538464,626.7361111111112
timit_FDAC1,True,[],0.9605263157894737,0.37244897959183676,0.536764705882353,24.0,0.4318181818181818,0.3617021276595745,1155.708904109589
timit_FDHC0,True,[],0.5657894736842105,0.5058823529411764,0.5341614906832297,2.2,0.6,0.25862068965517243,640.486191860465
timit_FDMS0,True,[],0.6477272727272727,0.5643564356435643,0.6031746031746031,2.6,0.6037735849056604,0.16901408450704225,369.33004385964915
timit_FDRD1,True,[],0.6013986013986014,0.7889908256880734,0.6825396825396826,7.2,0.6578947368421053,0.12037037037037036,582.4778343023256
timit_FDRW0,True,[],0.8548387096774194,0.53,0.6543209876543211,7.6,0.5434782608695652,0.25,367.18632075471703
timit_FEDW0,True,[],0.9111111111111111,0.6721311475409836,0.7735849056603773,6.8,0.546875,0.18840579710144928,504.88986280487813
timit_FELC0,True,[],0.6938775510204082,0.7669172932330827,0.7285714285714285,3.2,0.5057471264367817,0.12903225806451613,708.5419730392157
timit_FGJD0,True,[],0.7172413793103448,0.7938931297709924,0.753623188405797,7.2,0.5,0.13043478260869565,685.7295673076924
timit_FGMD0,True,[],0.6129032258064516,0.6195652173913043,0.6162162162162163,3.4,0.6956521739130435,0.2054794520547945,448.33114035087715
timit_FGWR0,False,"[""events[17].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[18].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[33].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[96].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']""]",0.7849462365591398,0.6517857142857143,0.7121951219512195,4.2,0.6779661016949152,0.14864864864864866,466.705051369863
timit_FHES0,True,[],0.7564102564102564,0.5959595959595959,0.6666666666666666,8.6,0.5686274509803921,0.19047619047619047,617.2436440677966
timit_FHEW0,True,[],0.7704918032786885,0.7966101694915254,0.7833333333333333,4.4,0.611764705882353,0.1262135922330097,356.2925531914894
timit_FISB0,True,[],0.9433962264150944,0.3333333333333333,0.49261083743842365,19.4,0.5806451612903226,0.3225806451612903,735.3937500000001
timit_FJAS0,True,[],0.5704225352112676,0.7363636363636363,0.6428571428571429,6.4,0.59375,0.1504424778761062,577.8271604938273
timit_FJCS0,True,[],0.5478260869565217,0.63,0.586046511627907,5.0,0.5535714285714286,0.11956521739130435,673.4588293650794
timit_FJEM0,True,[],0.912621359223301,0.7286821705426356,0.8103448275862069,5.6,0.7733333333333333,0.17721518987341772,385.24567819148933
timit_FJLM0,True,[],0.6687898089171974,0.8203125,0.7368421052631579,5.8,0.5568181818181818,0.12213740458015267,480.33244047619047
timit_FJMG0,True,[],0.75,0.5428571428571428,0.6298342541436465,5.8,0.8260869565217391,0.22916666666666666,207.8371710526316
timit_FJRE0,True,[],0.5686274509803921,0.6444444444444445,0.6041666666666666,3.2,0.46511627906976744,0.203125,569.8841594827587
timit_FJSA0,True,[],0.4925373134328358,0.2682926829268293,0.34736842105263155,11.2,0.52,0.44,687.2698863636363
timit_FJSJ0,False,"[""events[13].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[25].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[77].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']""]",0.68,0.5930232558139535,0.6335403726708074,2.0,0.75,0.2033898305084746,403.7199754901961
timit_FJWB0,True,[],0.6923076923076923,0.6230769230769231,0.6558704453441295,4.6,0.6351351351351351,0.1111111111111111,506.84722222222223
timit_FKMS0,False,"[""events[12].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[24].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[43].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']"", ""events[44].event_type: must be one of ['boundary_gap', 'closure_segment', 'glottal_stop', 'inter_word_gap', 'long_phone', 'long_word', 'pause_silence_segment', 'short_phone', 'short_word']""]",0.7582417582417582,0.696969696969697,0.7263157894736841,2.8,0.8596491228070176,0.25,369.3845108695652
timit_FLAS0,True,[],0.47126436781609193,0.43157894736842106,0.4505494505494505,3.2,0.36666666666666664,0.22807017543859648,1033.5365853658536
timit_FLBW0,True,[],0.512,0.7710843373493976,0.6153846153846154,8.4,0.7818181818181819,0.13131313131313133,526.45458984375
timit_FLKD0,True,[],0.7962962962962963,0.39814814814814814,0.5308641975308642,10.8,0.41379310344827586,0.2777777777777778,792.1686046511627
timit_FLNH0,True,[],0.575,0.5168539325842697,0.544378698224852,5.0,0.6666666666666666,0.1206896551724138,624.226222826087
timit_FMAF0,True,[],0.7397260273972602,0.6,0.6625766871165644,4.2,0.6,0.02040816326530612,257.68865740740745
timit_FMAH0,True,[],0.5128205128205128,0.594059405940594,0.5504587155963302,3.2,0.6470588235294118,0.16049382716049382,533.8645833333333
