window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_adam0901_target_0000_0039,True,[],1.0,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.175,1.0
childes_adam0902_target_0000_0039,True,[],1.0,0.5517241379310345,0.5714285714285714,0.5614035087719299,0.475,1.0
childes_adam0903_target_0000_0039,True,[],1.0,1.0,0.23333333333333334,0.37837837837837834,0.575,1.0
childes_adam0903_target_0005_0044,True,[],1.0,0.3125,0.17857142857142858,0.22727272727272727,0.6,1.0
childes_adam0915_target_0048_0087,True,[],1.0,0.375,0.2222222222222222,0.27906976744186046,0.625,1.0
childes_adam0915_target_0059_0098,True,[],1.0,0.5,0.1935483870967742,0.27906976744186046,0.675,1.0
childes_adam0915_target_0062_0101,True,[],1.0,0.7142857142857143,0.15625,0.25641025641025644,0.725,1.0
childes_adam0916_target_0000_0039,True,[],1.0,0.5294117647058824,0.2727272727272727,0.36,0.65,1.0
childes_adam0916_target_0003_0042,True,[],1.0,0.5714285714285714,0.23529411764705882,0.3333333333333333,0.65,1.0
childes_adam0916_target_0018_0057,True,[],1.0,0.6428571428571429,0.5294117647058824,0.5806451612903226,0.3,1.0
childes_adam0917_target_0000_0039,True,[],1.0,0.36363636363636365,0.5714285714285714,0.4444444444444444,0.35,1.0
childes_adam0917_target_0009_0048,True,[],1.0,0.3,0.9,0.45000000000000007,0.5,1.0
childes_adam0923_target_0000_0039,True,[],1.0,0.6428571428571429,0.5294117647058824,0.5806451612903226,0.325,1.0
childes_adam0923_target_0013_0052,True,[],1.0,0.34782608695652173,0.8888888888888888,0.5,0.35,1.0
childes_alice3_target_0015_0054,True,[],1.0,0.75,0.4090909090909091,0.5294117647058824,0.35,1.0
childes_amy_0000_0039,True,[],1.0,0.0,0.0,0.0,0.4,0.0
childes_amy_0040_0079,True,[],1.0,0.4,0.5454545454545454,0.4615384615384615,0.35,1.0
childes_betty_0000_0039,True,[],1.0,0.4,0.2857142857142857,0.3333333333333333,0.15,1.0
childes_betty_0040_0079,True,[],1.0,0.4,0.8,0.5333333333333333,0.175,1.0
childes_chuck_0000_0039,True,[],1.0,0.85,0.8947368421052632,0.8717948717948718,0.125,1.0
childes_chuck_0040_0079,True,[],1.0,0.85,0.9444444444444444,0.8947368421052632,0.1,1.0
childes_doug_0000_0039,True,[],1.0,0.29411764705882354,0.7142857142857143,0.4166666666666667,0.35,1.0
childes_ed_0000_0039,True,[],1.0,0.8888888888888888,0.6153846153846154,0.7272727272727274,0.15,1.0
childes_ed_0040_0079,True,[],1.0,0.25,0.2222222222222222,0.23529411764705882,0.275,1.0
childes_frank_0000_0039,True,[],1.0,0.5,0.6666666666666666,0.5714285714285715,0.3,1.0
childes_frank_0040_0079,True,[],1.0,0.4444444444444444,0.8,0.5714285714285714,0.1,1.0
childes_gloria_0000_0039,True,[],1.0,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.15,1.0
childes_gloria_0040_0079,True,[],1.0,0.0,0.0,0.0,0.425,0.0
childes_hank_0000_0039,True,[],1.0,0.5454545454545454,0.75,0.631578947368421,0.125,1.0
childes_hank_0040_0079,True,[],1.0,0.38461538461538464,1.0,0.5555555555555556,0.2,1.0
childes_ivy_0000_0039,True,[],1.0,0.35714285714285715,0.8333333333333334,0.5,0.25,1.0
childes_ivy_0040_0079,True,[],1.0,0.625,0.7142857142857143,0.6666666666666666,0.075,1.0
childes_jane_0000_0039,True,[],1.0,0.7777777777777778,1.0,0.8750000000000001,0.05,1.0
childes_jane_0040_0079,True,[],1.0,0.0,0.0,0.0,0.4,0.0
childes_jim_0000_0039,True,[],1.0,0.7777777777777778,0.875,0.823529411764706,0.025,1.0
childes_jim_0040_0079,True,[],1.0,0.2857142857142857,0.4,0.3333333333333333,0.1,1.0
childes_kathy_0000_0039,True,[],1.0,0.2857142857142857,0.6666666666666666,0.4,0.3,1.0
childes_kathy_0040_0079,True,[],1.0,0.5,0.5,0.5,0.2,1.0
childes_keith_0000_0039,True,[],1.0,0.14285714285714285,0.4,0.21052631578947364,0.375,1.0
childes_keith_0040_0079,True,[],1.0,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.025,1.0
childes_kent_0000_0039,True,[],1.0,0.42857142857142855,0.3333333333333333,0.375,0.25,1.0
childes_kent_0040_0079,True,[],1.0,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.35,1.0
childes_linda_0000_0039,True,[],1.0,0.7692307692307693,0.47619047619047616,0.588235294117647,0.2,1.0
childes_linda_0040_0079,True,[],1.0,0.7857142857142857,0.5,0.6111111111111112,0.3,1.0
childes_mandy_0000_0039,True,[],1.0,0.125,0.3333333333333333,0.18181818181818182,0.45,1.0
childes_mandy_0040_0079,True,[],1.0,0.7,0.7777777777777778,0.7368421052631577,0.125,1.0
childes_nan_0000_0039,True,[],1.0,0.6428571428571429,1.0,0.782608695652174,0.125,1.0
childes_nan_0040_0079,True,[],1.0,0.26666666666666666,0.4,0.32,0.325,1.0
childes_normarjo_target_0098_0137,True,[],1.0,0.0,0.0,0.0,0.3,0.0
childes_normarjo_target_0145_0184,True,[],1.0,0.25,1.0,0.4,0.075,1.0
childes_normelis_target_0000_0039,True,[],1.0,0.7272727272727273,0.8,0.761904761904762,0.025,1.0
childes_normelis_target_0004_0043,True,[],1.0,0.75,0.5454545454545454,0.631578947368421,0.125,1.0
childes_normelis_target_0014_0053,True,[],1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.05,1.0
childes_normered_target_0000_0039,True,[],1.0,0.8888888888888888,1.0,0.9411764705882353,0.025,1.0
childes_normered_target_0097_0136,True,[],1.0,0.0,0.0,0.0,0.075,0.0
childes_nortrevo_target_0012_0051,True,[],1.0,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.2,1.0
childes_nortrevo_target_0015_0054,True,[],1.0,0.6666666666666666,0.5555555555555556,0.606060606060606,0.225,1.0
childes_nortrevo_target_0095_0134,True,[],1.0,0.9090909090909091,0.7142857142857143,0.8,0.075,1.0
childes_olivia_0000_0039,True,[],1.0,0.5833333333333334,0.7,0.6363636363636365,0.1,1.0
childes_olivia_0040_0079,True,[],1.0,0.55,0.7857142857142857,0.6470588235294117,0.3,1.0
childes_paula_0000_0039,True,[],1.0,0.4444444444444444,0.8,0.5714285714285714,0.15,1.0
childes_paula_0040_0079,True,[],1.0,0.3,0.5,0.37499999999999994,0.1,1.0
childes_pete_0000_0039,True,[],1.0,0.125,1.0,0.2222222222222222,0.175,1.0
childes_pete_0040_0079,True,[],1.0,0.0,0.0,0.0,0.525,0.0
childes_ruth_0000_0039,True,[],1.0,0.0,0.0,0.0,0.45,0.0
childes_ruth_0040_0079,True,[],1.0,0.4166666666666667,0.5555555555555556,0.4761904761904762,0.275,1.0
childes_steve_0000_0039,True,[],1.0,0.20833333333333334,0.8333333333333334,0.33333333333333337,0.5,1.0
childes_steve_0040_0079,True,[],1.0,0.2222222222222222,0.15384615384615385,0.18181818181818185,0.45,1.0
childes_sue_0000_0039,True,[],1.0,0.625,0.8333333333333334,0.7142857142857143,0.2,1.0
childes_sue_0040_0079,True,[],1.0,0.2727272727272727,0.42857142857142855,0.33333333333333326,0.3,1.0
childes_tom_0000_0039,True,[],1.0,0.17391304347826086,0.26666666666666666,0.2105263157894737,0.65,1.0
childes_tom_0040_0079,True,[],1.0,0.4166666666666667,0.625,0.5,0.25,1.0
childes_vicki_0000_0039,True,[],1.0,0.6666666666666666,1.0,0.8,0.05,1.0
childes_wanda_0000_0039,True,[],1.0,0.7,0.875,0.7777777777777777,0.1,1.0
childes_wanda_0040_0079,True,[],1.0,0.47058823529411764,0.6153846153846154,0.5333333333333333,0.35,1.0
