window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_adam0901_target_0000_0039,True,[],1.0,0.12903225806451613,0.5714285714285714,0.2105263157894737,0.75,1.0
childes_adam0902_target_0000_0039,True,[],1.0,0.5853658536585366,0.8571428571428571,0.6956521739130435,0.525,1.0
childes_adam0903_target_0000_0039,True,[],1.0,0.8260869565217391,0.6333333333333333,0.7169811320754716,0.325,1.0
childes_adam0903_target_0005_0044,True,[],1.0,0.6333333333333333,0.6785714285714286,0.6551724137931035,0.5,1.0
childes_adam0915_target_0048_0087,True,[],1.0,0.5714285714285714,0.4444444444444444,0.5,0.6,1.0
childes_adam0915_target_0059_0098,True,[],1.0,0.5,0.03225806451612903,0.06060606060606061,0.775,1.0
childes_adam0915_target_0062_0101,True,[],1.0,0.6,0.09375,0.16216216216216214,0.775,1.0
childes_adam0916_target_0000_0039,True,[],1.0,0.6206896551724138,0.5454545454545454,0.5806451612903226,0.55,1.0
childes_adam0916_target_0003_0042,True,[],1.0,0.0,0.0,0.0,0.85,0.0
childes_adam0916_target_0018_0057,True,[],1.0,0.25,0.058823529411764705,0.09523809523809523,0.9,1.0
childes_adam0917_target_0000_0039,True,[],1.0,0.4666666666666667,1.0,0.6363636363636364,0.4,1.0
childes_adam0917_target_0009_0048,True,[],1.0,0.1,0.1,0.10000000000000002,0.45,1.0
childes_adam0923_target_0000_0039,True,[],1.0,0.8333333333333334,0.5882352941176471,0.6896551724137931,0.225,1.0
childes_adam0923_target_0013_0052,True,[],1.0,0.32,0.8888888888888888,0.47058823529411764,0.4,1.0
childes_alice3_target_0015_0054,True,[],1.0,0.0,0.0,0.0,0.575,0.0
childes_amy_0000_0039,True,[],1.0,0.17391304347826086,1.0,0.29629629629629634,0.475,1.0
childes_amy_0040_0079,True,[],1.0,0.3181818181818182,0.6363636363636364,0.4242424242424242,0.425,1.0
childes_betty_0000_0039,True,[],1.0,0.09090909090909091,0.14285714285714285,0.1111111111111111,0.4,1.0
childes_betty_0040_0079,True,[],1.0,0.25,0.8,0.38095238095238093,0.275,1.0
childes_chuck_0000_0039,True,[],1.0,0.45,0.9473684210526315,0.6101694915254237,0.575,1.0
childes_chuck_0040_0079,True,[],1.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.325,1.0
childes_doug_0000_0039,True,[],1.0,0.4,0.8571428571428571,0.5454545454545455,0.25,1.0
childes_ed_0000_0039,True,[],1.0,0.2692307692307692,0.5384615384615384,0.3589743589743589,0.625,1.0
